OrderDate,CustomerID,Category,Product,Quantity,UnitPrice,Region,Revenue,Month,DayOfWeek,IsWeekend
2025-09-10,CUST0790,Home & Kitchen,Blender,4,44.03,South,176.12,2025-09,Wednesday,False
2025-01-15,CUST0651,Electronics,Bluetooth Speaker,1,240.32,North,240.32,2025-01,Wednesday,False
2025-12-20,CUST0367,Apparel,Cotton T-Shirt,4,68.72,West,274.88,2025-12,Saturday,True
2025-12-17,CUST0077,Beauty,Lip Balm Set,5,12.08,South,60.4,2025-12,Wednesday,False
2025-07-19,CUST0388,Beauty,Makeup Brush Kit,1,59.34,North,59.34,2025-07,Saturday,True
2025-03-18,CUST0165,Sports,Dumbbell Set,3,84.36,South,253.07999999999998,2025-03,Tuesday,False
2025-09-11,CUST0739,Apparel,Running Shoes,5,70.98,North,354.90000000000003,2025-09,Thursday,False
2025-07-29,CUST0415,Sports,Resistance Bands,2,97.84,West,195.68,2025-07,Tuesday,False
2025-11-12,CUST0591,Beauty,Hair Dryer,3,20.43,East,61.29,2025-11,Wednesday,False
2025-06-06,CUST0765,Sports,Water Bottle,5,24.06,East,120.3,2025-06,Friday,False
2025-11-03,CUST0455,Electronics,Laptop Stand,3,114.36,East,343.08,2025-11,Monday,False
2025-05-21,CUST0107,Apparel,Winter Jacket,3,75.65,South,226.95000000000002,2025-05,Wednesday,False
2025-05-10,CUST0192,Home & Kitchen,Non-Stick Pan,3,51.42,Unknown,154.26,2025-05,Saturday,True
2025-09-05,CUST0488,Sports,Water Bottle,5,95.36,East,476.8,2025-09,Friday,False
2025-05-28,CUST0181,Home & Kitchen,LED Lamp,5,34.98,North,174.89999999999998,2025-05,Wednesday,False
2025-12-21,CUST0310,Home & Kitchen,LED Lamp,4,60.27,Unknown,241.08,2025-12,Sunday,True
2025-10-20,CUST0527,Toys,Plush Toy,3,56.8,South,170.39999999999998,2025-10,Monday,False
2025-05-27,CUST0195,Beauty,Face Serum,2,16.13,North,32.26,2025-05,Tuesday,False
2025-08-16,CUST0651,Electronics,Wireless Earbuds,3,112.49,North,337.46999999999997,2025-08,Saturday,True
2025-08-31,CUST0643,Toys,RC Car,5,63.28,North,316.4,2025-08,Sunday,True
2025-09-21,CUST0263,Beauty,Lip Balm Set,3,37.66,North,112.97999999999999,2025-09,Sunday,True
2025-02-22,CUST0477,Toys,Puzzle 1000pc,3,49.25,West,147.75,2025-02,Saturday,True
2025-10-07,CUST0799,Home & Kitchen,LED Lamp,4,46.74,East,186.96,2025-10,Tuesday,False
2025-08-28,CUST0435,Electronics,Bluetooth Speaker,5,145.84,West,729.2,2025-08,Thursday,False
2025-11-24,CUST0797,Beauty,Lip Balm Set,5,26.93,South,134.65,2025-11,Monday,False
2025-02-01,CUST0601,Toys,Building Blocks,5,29.37,South,146.85,2025-02,Saturday,True
2025-01-21,CUST0450,Home & Kitchen,Throw Pillow,3,28.77,North,86.31,2025-01,Tuesday,False
2025-03-04,CUST0676,Home & Kitchen,Blender,1,48.51,South,48.51,2025-03,Tuesday,False
2025-08-11,CUST0063,Electronics,Wireless Earbuds,2,77.97,North,155.94,2025-08,Monday,False
2025-09-21,CUST0726,Sports,Water Bottle,1,60.09,East,60.09,2025-09,Sunday,True
2025-12-08,CUST0143,Electronics,Smartwatch,5,100.15,North,500.75,2025-12,Monday,False
2025-10-02,CUST0263,Beauty,Hair Dryer,2,51.82,South,103.64,2025-10,Thursday,False
2025-07-19,CUST0638,Beauty,Face Serum,1,41.01,South,41.01,2025-07,Saturday,True
2025-10-25,CUST0587,Electronics,Smartwatch,4,194.29,North,777.16,2025-10,Saturday,True
2025-03-08,CUST0428,Beauty,Makeup Brush Kit,2,42.91,East,85.82,2025-03,Saturday,True
2025-09-29,CUST0013,Beauty,Hair Dryer,2,12.19,East,24.38,2025-09,Monday,False
2025-11-06,CUST0420,Apparel,Denim Jeans,2,83.18,North,166.36,2025-11,Thursday,False
2025-09-22,CUST0746,Sports,Resistance Bands,3,32.39,West,97.17,2025-09,Monday,False
2025-10-15,CUST0621,Home & Kitchen,Blender,5,44.47,East,222.35,2025-10,Wednesday,False
2025-09-06,CUST0765,Electronics,Laptop Stand,3,146.56,West,439.68,2025-09,Saturday,True
2025-02-02,CUST0576,Sports,Dumbbell Set,4,103.49,South,413.96,2025-02,Sunday,True
2025-12-17,CUST0212,Home & Kitchen,Blender,5,35.32,North,176.6,2025-12,Wednesday,False
2025-10-15,CUST0052,Beauty,Face Serum,2,59.4,West,118.8,2025-10,Wednesday,False
2025-11-26,CUST0156,Sports,Water Bottle,3,18.74,East,56.22,2025-11,Wednesday,False
2025-01-31,CUST0615,Home & Kitchen,LED Lamp,3,24.39,East,73.17,2025-01,Friday,False
2025-07-06,CUST0412,Home & Kitchen,Throw Pillow,2,66.43,West,132.86,2025-07,Sunday,True
2025-10-16,CUST0145,Toys,Plush Toy,4,71.61,South,286.44,2025-10,Thursday,False
2025-08-31,CUST0609,Electronics,Wireless Earbuds,1,235.72,South,235.72,2025-08,Sunday,True
2025-06-14,CUST0539,Toys,RC Car,1,62.05,West,62.05,2025-06,Saturday,True
2025-02-04,CUST0797,Sports,Dumbbell Set,5,120.91,North,604.55,2025-02,Tuesday,False
2025-08-24,CUST0292,Home & Kitchen,LED Lamp,4,65.46,North,261.84,2025-08,Sunday,True
2025-02-02,CUST0171,Electronics,Wireless Earbuds,3,194.01,West,582.03,2025-02,Sunday,True
2025-12-13,CUST0742,Electronics,Wireless Earbuds,3,234.39,East,703.17,2025-12,Saturday,True
2025-11-08,CUST0545,Apparel,Running Shoes,2,113.26,East,226.52,2025-11,Saturday,True
2025-05-24,CUST0494,Home & Kitchen,LED Lamp,2,21.22,North,42.44,2025-05,Saturday,True
2025-05-01,CUST0157,Apparel,Winter Jacket,4,10.42,East,41.68,2025-05,Thursday,False
2025-07-01,CUST0495,Electronics,Wireless Earbuds,2,101.2,North,202.4,2025-07,Tuesday,False
2025-12-17,CUST0290,Home & Kitchen,Blender,5,74.28,North,371.4,2025-12,Wednesday,False
2025-05-17,CUST0238,Sports,Dumbbell Set,4,69.8,West,279.2,2025-05,Saturday,True
2025-07-23,CUST0386,Toys,Plush Toy,3,53.88,Unknown,161.64000000000001,2025-07,Wednesday,False
2025-10-04,CUST0725,Sports,Water Bottle,4,24.71,North,98.84,2025-10,Saturday,True
2025-04-22,CUST0412,Sports,Yoga Mat,4,45.47,South,181.88,2025-04,Tuesday,False
2025-11-21,CUST0553,Beauty,Face Serum,4,19.14,North,76.56,2025-11,Friday,False
2025-09-09,CUST0184,Home & Kitchen,Non-Stick Pan,3,50.8,North,152.39999999999998,2025-09,Tuesday,False
2025-05-13,CUST0163,Toys,Plush Toy,4,67.09,North,268.36,2025-05,Tuesday,False
2025-08-05,CUST0367,Toys,Plush Toy,2,6.29,South,12.58,2025-08,Tuesday,False
2025-10-15,CUST0301,Home & Kitchen,Blender,4,72.7,East,290.8,2025-10,Wednesday,False
2025-10-27,CUST0097,Beauty,Makeup Brush Kit,4,25.97,East,103.88,2025-10,Monday,False
2025-04-04,CUST0767,Electronics,Bluetooth Speaker,2,175.58,East,351.16,2025-04,Friday,False
2025-05-10,CUST0333,Apparel,Cotton T-Shirt,4,34.33,North,137.32,2025-05,Saturday,True
2025-12-26,CUST0571,Apparel,Winter Jacket,4,85.71,West,342.84,2025-12,Friday,False
2025-04-18,CUST0758,Apparel,Cotton T-Shirt,4,67.55,West,270.2,2025-04,Friday,False
2025-10-18,CUST0032,Electronics,Bluetooth Speaker,5,248.75,East,1243.75,2025-10,Saturday,True
2025-04-25,CUST0130,Toys,Plush Toy,1,46.25,West,46.25,2025-04,Friday,False
2025-06-19,CUST0394,Electronics,Laptop Stand,3,42.44,East,127.32,2025-06,Thursday,False
2025-12-04,CUST0242,Toys,Plush Toy,2,54.62,North,109.24,2025-12,Thursday,False
2025-06-14,CUST0704,Apparel,Winter Jacket,1,104.07,East,104.07,2025-06,Saturday,True
2025-08-12,CUST0031,Beauty,Lip Balm Set,1,38.62,West,38.62,2025-08,Tuesday,False
2025-09-14,CUST0687,Sports,Dumbbell Set,3,40.6,North,121.80000000000001,2025-09,Sunday,True
2025-05-12,CUST0295,Toys,RC Car,3,7.15,North,21.450000000000003,2025-05,Monday,False
2025-05-11,CUST0723,Apparel,Running Shoes,5,88.69,West,443.45,2025-05,Sunday,True
2025-09-09,CUST0292,Beauty,Hair Dryer,1,20.38,South,20.38,2025-09,Tuesday,False
2025-03-18,CUST0085,Toys,Puzzle 1000pc,3,77.65,North,232.95000000000002,2025-03,Tuesday,False
2025-08-19,CUST0780,Sports,Yoga Mat,3,127.02,North,381.06,2025-08,Tuesday,False
2025-12-09,CUST0377,Toys,Puzzle 1000pc,2,59.76,East,119.52,2025-12,Tuesday,False
2025-11-07,CUST0160,Sports,Yoga Mat,5,37.02,North,185.10000000000002,2025-11,Friday,False
2025-06-30,CUST0013,Toys,RC Car,1,10.33,South,10.33,2025-06,Monday,False
2025-03-28,CUST0511,Toys,Plush Toy,2,48.18,East,96.36,2025-03,Friday,False
2025-11-11,CUST0295,Sports,Resistance Bands,3,64.94,North,194.82,2025-11,Tuesday,False
2025-04-11,CUST0472,Toys,Plush Toy,3,22.46,East,67.38,2025-04,Friday,False
2025-12-30,CUST0762,Home & Kitchen,Blender,3,42.88,East,128.64000000000001,2025-12,Tuesday,False
2025-10-01,CUST0028,Beauty,Hair Dryer,2,38.63,South,77.26,2025-10,Wednesday,False
2025-06-08,CUST0248,Electronics,Smartwatch,5,75.78,South,378.9,2025-06,Sunday,True
2025-09-11,CUST0657,Toys,RC Car,4,36.64,West,146.56,2025-09,Thursday,False
2025-10-13,CUST0508,Toys,RC Car,1,26.98,West,26.98,2025-10,Monday,False
2025-09-15,CUST0298,Apparel,Running Shoes,4,12.05,North,48.2,2025-09,Monday,False
2025-10-14,CUST0490,Sports,Yoga Mat,1,13.08,East,13.08,2025-10,Tuesday,False
2025-07-27,CUST0102,Toys,Puzzle 1000pc,4,78.19,West,312.76,2025-07,Sunday,True
2025-10-23,CUST0416,Beauty,Face Serum,4,6.68,West,26.72,2025-10,Thursday,False
2025-06-09,CUST0623,Electronics,Bluetooth Speaker,1,229.22,Unknown,229.22,2025-06,Monday,False
2025-11-19,CUST0605,Electronics,Bluetooth Speaker,1,194.31,North,194.31,2025-11,Wednesday,False
2025-05-18,CUST0586,Electronics,Smartwatch,2,78.11,East,156.22,2025-05,Sunday,True
2025-04-20,CUST0228,Electronics,Wireless Earbuds,1,86.64,West,86.64,2025-04,Sunday,True
2025-04-11,CUST0449,Beauty,Makeup Brush Kit,4,31.7,West,126.8,2025-04,Friday,False
2025-08-27,CUST0727,Home & Kitchen,Throw Pillow,2,11.94,South,23.88,2025-08,Wednesday,False
2025-10-14,CUST0418,Electronics,Bluetooth Speaker,1,194.17,South,194.17,2025-10,Tuesday,False
2025-12-19,CUST0084,Home & Kitchen,LED Lamp,2,65.45,North,130.9,2025-12,Friday,False
2025-05-03,CUST0369,Electronics,Laptop Stand,5,154.65,North,773.25,2025-05,Saturday,True
2025-03-16,CUST0228,Electronics,Smartwatch,2,105.11,North,210.22,2025-03,Sunday,True
2025-10-21,CUST0450,Apparel,Denim Jeans,3,53.43,South,160.29,2025-10,Tuesday,False
2025-03-02,CUST0569,Beauty,Hair Dryer,4,29.15,East,116.6,2025-03,Sunday,True
2025-12-17,CUST0765,Sports,Yoga Mat,1,86.88,East,86.88,2025-12,Wednesday,False
2025-12-26,CUST0099,Beauty,Makeup Brush Kit,2,42.09,East,84.18,2025-12,Friday,False
2025-08-04,CUST0150,Home & Kitchen,Non-Stick Pan,5,32.96,North,164.8,2025-08,Monday,False
2025-11-25,CUST0062,Beauty,Lip Balm Set,1,27.36,East,27.36,2025-11,Tuesday,False
2025-12-17,CUST0467,Beauty,Hair Dryer,5,10.52,East,52.599999999999994,2025-12,Wednesday,False
2025-09-15,CUST0484,Home & Kitchen,Non-Stick Pan,2,38.43,North,76.86,2025-09,Monday,False
2025-03-29,CUST0207,Apparel,Winter Jacket,4,12.75,Unknown,51.0,2025-03,Saturday,True
2025-09-05,CUST0391,Sports,Water Bottle,3,57.65,North,172.95,2025-09,Friday,False
2025-12-09,CUST0665,Beauty,Lip Balm Set,2,37.4,East,74.8,2025-12,Tuesday,False
2025-07-11,CUST0433,Toys,RC Car,4,31.32,South,125.28,2025-07,Friday,False
2025-05-30,CUST0129,Electronics,Laptop Stand,5,188.84,East,944.2,2025-05,Friday,False
2025-05-25,CUST0737,Home & Kitchen,Throw Pillow,3,64.24,North,192.71999999999997,2025-05,Sunday,True
2025-07-25,CUST0022,Sports,Water Bottle,1,57.42,Unknown,57.42,2025-07,Friday,False
2025-12-14,CUST0215,Toys,Puzzle 1000pc,5,36.51,East,182.54999999999998,2025-12,Sunday,True
2025-10-02,CUST0791,Home & Kitchen,Throw Pillow,5,46.82,South,234.1,2025-10,Thursday,False
2025-07-06,CUST0448,Home & Kitchen,Throw Pillow,2,17.15,North,34.3,2025-07,Sunday,True
2025-01-13,CUST0772,Toys,Plush Toy,5,38.85,East,194.25,2025-01,Monday,False
2025-06-08,CUST0111,Toys,RC Car,1,48.89,East,48.89,2025-06,Sunday,True
2025-11-12,CUST0457,Beauty,Face Serum,5,30.91,West,154.55,2025-11,Wednesday,False
2025-07-25,CUST0157,Beauty,Hair Dryer,3,41.67,North,125.01,2025-07,Friday,False
2025-10-06,CUST0072,Home & Kitchen,LED Lamp,1,18.74,South,18.74,2025-10,Monday,False
2025-11-20,CUST0066,Toys,RC Car,3,50.36,East,151.07999999999998,2025-11,Thursday,False
2025-05-29,CUST0195,Electronics,Bluetooth Speaker,3,224.57,East,673.71,2025-05,Thursday,False
2025-05-30,CUST0249,Home & Kitchen,Blender,4,37.71,North,150.84,2025-05,Friday,False
2025-12-14,CUST0371,Sports,Resistance Bands,2,134.07,North,268.14,2025-12,Sunday,True
2025-04-14,CUST0588,Electronics,Laptop Stand,1,101.26,East,101.26,2025-04,Monday,False
2025-02-04,CUST0191,Apparel,Winter Jacket,2,58.55,North,117.1,2025-02,Tuesday,False
2025-08-20,CUST0002,Home & Kitchen,Throw Pillow,2,66.93,South,133.86,2025-08,Wednesday,False
2025-12-25,CUST0339,Electronics,Bluetooth Speaker,4,15.23,South,60.92,2025-12,Thursday,False
2025-12-26,CUST0687,Sports,Resistance Bands,1,125.99,West,125.99,2025-12,Friday,False
2025-08-09,CUST0667,Electronics,Smartwatch,3,148.36,South,445.08000000000004,2025-08,Saturday,True
2025-02-03,CUST0770,Electronics,Laptop Stand,1,88.52,North,88.52,2025-02,Monday,False
2025-10-20,CUST0588,Home & Kitchen,LED Lamp,2,61.42,East,122.84,2025-10,Monday,False
2025-05-27,CUST0050,Home & Kitchen,Throw Pillow,1,34.59,North,34.59,2025-05,Tuesday,False
2025-09-24,CUST0625,Beauty,Lip Balm Set,3,24.15,West,72.44999999999999,2025-09,Wednesday,False
2025-06-25,CUST0407,Electronics,Laptop Stand,2,33.85,North,67.7,2025-06,Wednesday,False
2025-11-21,CUST0082,Electronics,Wireless Earbuds,2,220.49,East,440.98,2025-11,Friday,False
2025-05-30,CUST0744,Sports,Resistance Bands,2,12.19,South,24.38,2025-05,Friday,False
2025-05-11,CUST0406,Home & Kitchen,Blender,5,52.39,East,261.95,2025-05,Sunday,True
2025-05-22,CUST0456,Sports,Yoga Mat,2,147.27,East,294.54,2025-05,Thursday,False
2025-12-17,CUST0475,Home & Kitchen,Throw Pillow,3,53.57,East,160.71,2025-12,Wednesday,False
2025-09-06,CUST0396,Apparel,Winter Jacket,5,36.86,North,184.3,2025-09,Saturday,True
2025-05-20,CUST0367,Beauty,Face Serum,4,16.15,Unknown,64.6,2025-05,Tuesday,False
2025-06-18,CUST0099,Beauty,Lip Balm Set,2,44.94,East,89.88,2025-06,Wednesday,False
2025-10-11,CUST0119,Sports,Dumbbell Set,5,33.08,West,165.39999999999998,2025-10,Saturday,True
2025-09-24,CUST0422,Beauty,Makeup Brush Kit,2,14.56,East,29.12,2025-09,Wednesday,False
2025-10-24,CUST0648,Home & Kitchen,Non-Stick Pan,3,63.73,West,191.19,2025-10,Friday,False
2025-12-16,CUST0411,Home & Kitchen,Non-Stick Pan,3,48.63,West,145.89000000000001,2025-12,Tuesday,False
2025-02-17,CUST0719,Sports,Dumbbell Set,1,96.54,East,96.54,2025-02,Monday,False
2025-12-05,CUST0677,Toys,RC Car,3,33.91,West,101.72999999999999,2025-12,Friday,False
2025-12-17,CUST0063,Sports,Yoga Mat,1,35.29,East,35.29,2025-12,Wednesday,False
2025-08-20,CUST0589,Beauty,Face Serum,2,7.21,Unknown,14.42,2025-08,Wednesday,False
2025-12-21,CUST0116,Apparel,Winter Jacket,1,57.99,South,57.99,2025-12,Sunday,True
2025-04-17,CUST0360,Beauty,Lip Balm Set,1,53.1,North,53.1,2025-04,Thursday,False
2025-05-13,CUST0031,Apparel,Cotton T-Shirt,5,61.03,South,305.15,2025-05,Tuesday,False
2025-08-09,CUST0784,Apparel,Denim Jeans,2,96.37,South,192.74,2025-08,Saturday,True
2025-05-16,CUST0800,Apparel,Cotton T-Shirt,2,23.06,Unknown,46.12,2025-05,Friday,False
2025-07-29,CUST0580,Home & Kitchen,LED Lamp,3,79.98,North,239.94,2025-07,Tuesday,False
2025-10-16,CUST0668,Electronics,Bluetooth Speaker,4,199.27,West,797.08,2025-10,Thursday,False
2025-03-18,CUST0322,Electronics,Smartwatch,3,199.75,North,599.25,2025-03,Tuesday,False
2025-02-04,CUST0221,Electronics,Bluetooth Speaker,4,120.48,East,481.92,2025-02,Tuesday,False
2025-07-29,CUST0240,Toys,Plush Toy,4,40.96,East,163.84,2025-07,Tuesday,False
2025-10-20,CUST0515,Toys,Puzzle 1000pc,3,64.61,East,193.82999999999998,2025-10,Monday,False
2025-08-09,CUST0241,Beauty,Makeup Brush Kit,5,48.83,West,244.14999999999998,2025-08,Saturday,True
2025-05-11,CUST0239,Apparel,Running Shoes,4,19.34,West,77.36,2025-05,Sunday,True
2025-07-11,CUST0443,Beauty,Hair Dryer,1,39.75,North,39.75,2025-07,Friday,False
2025-04-01,CUST0076,Electronics,Laptop Stand,2,227.38,East,454.76,2025-04,Tuesday,False
2025-04-21,CUST0092,Beauty,Lip Balm Set,1,47.44,East,47.44,2025-04,Monday,False
2025-02-10,CUST0341,Sports,Resistance Bands,2,82.88,South,165.76,2025-02,Monday,False
2025-09-22,CUST0526,Toys,Puzzle 1000pc,5,44.7,South,223.5,2025-09,Monday,False
2025-10-15,CUST0262,Home & Kitchen,LED Lamp,1,9.05,West,9.05,2025-10,Wednesday,False
2025-08-20,CUST0598,Sports,Dumbbell Set,1,32.8,Unknown,32.8,2025-08,Wednesday,False
2025-11-20,CUST0527,Electronics,Smartwatch,5,67.52,South,337.59999999999997,2025-11,Thursday,False
2025-06-30,CUST0767,Toys,RC Car,4,68.34,North,273.36,2025-06,Monday,False
2025-12-06,CUST0763,Home & Kitchen,Blender,3,41.04,North,123.12,2025-12,Saturday,True
2025-04-11,CUST0430,Toys,Puzzle 1000pc,5,19.32,Unknown,96.6,2025-04,Friday,False
2025-07-16,CUST0392,Apparel,Cotton T-Shirt,2,48.21,West,96.42,2025-07,Wednesday,False
2025-10-24,CUST0455,Beauty,Face Serum,1,28.61,North,28.61,2025-10,Friday,False
2025-03-07,CUST0078,Electronics,Smartwatch,2,198.81,North,397.62,2025-03,Friday,False
2025-06-24,CUST0601,Apparel,Running Shoes,3,39.95,North,119.85000000000001,2025-06,Tuesday,False
2025-07-11,CUST0412,Beauty,Makeup Brush Kit,2,56.24,West,112.48,2025-07,Friday,False
2025-01-29,CUST0701,Sports,Yoga Mat,5,107.62,North,538.1,2025-01,Wednesday,False
2025-11-19,CUST0203,Apparel,Cotton T-Shirt,2,117.21,North,234.42,2025-11,Wednesday,False
2025-08-29,CUST0448,Apparel,Denim Jeans,4,63.74,South,254.96,2025-08,Friday,False
2025-08-31,CUST0651,Sports,Yoga Mat,3,143.06,North,429.18,2025-08,Sunday,True
2025-05-11,CUST0571,Beauty,Face Serum,2,9.9,South,19.8,2025-05,Sunday,True
2025-07-12,CUST0177,Beauty,Lip Balm Set,4,54.05,East,216.2,2025-07,Saturday,True
2025-06-10,CUST0281,Apparel,Running Shoes,1,67.07,West,67.07,2025-06,Tuesday,False
2025-02-11,CUST0314,Sports,Dumbbell Set,5,97.65,East,488.25,2025-02,Tuesday,False
2025-05-08,CUST0527,Sports,Yoga Mat,5,77.67,North,388.35,2025-05,Thursday,False
2025-01-19,CUST0655,Sports,Dumbbell Set,5,149.65,Unknown,748.25,2025-01,Sunday,True
2025-10-11,CUST0288,Home & Kitchen,LED Lamp,2,24.83,West,49.66,2025-10,Saturday,True
2025-12-09,CUST0558,Electronics,Wireless Earbuds,2,147.98,South,295.96,2025-12,Tuesday,False
2025-04-04,CUST0560,Sports,Water Bottle,2,93.75,West,187.5,2025-04,Friday,False
2025-03-30,CUST0634,Home & Kitchen,Throw Pillow,3,62.74,East,188.22,2025-03,Sunday,True
2025-06-11,CUST0008,Electronics,Bluetooth Speaker,1,127.18,North,127.18,2025-06,Wednesday,False
2025-08-15,CUST0468,Sports,Resistance Bands,5,11.62,North,58.099999999999994,2025-08,Friday,False
2025-07-21,CUST0585,Beauty,Lip Balm Set,2,41.38,North,82.76,2025-07,Monday,False
2025-12-16,CUST0278,Toys,Plush Toy,1,66.22,South,66.22,2025-12,Tuesday,False
2025-02-19,CUST0047,Apparel,Cotton T-Shirt,1,45.37,South,45.37,2025-02,Wednesday,False
2025-05-10,CUST0030,Electronics,Wireless Earbuds,2,105.11,South,210.22,2025-05,Saturday,True
2025-08-04,CUST0384,Electronics,Smartwatch,2,25.24,North,50.48,2025-08,Monday,False
2025-10-30,CUST0574,Apparel,Cotton T-Shirt,1,114.66,East,114.66,2025-10,Thursday,False
2025-09-23,CUST0536,Sports,Yoga Mat,3,118.5,East,355.5,2025-09,Tuesday,False
2025-06-28,CUST0610,Apparel,Winter Jacket,3,51.46,West,154.38,2025-06,Saturday,True
2025-10-02,CUST0003,Apparel,Denim Jeans,3,22.2,West,66.6,2025-10,Thursday,False
2025-02-04,CUST0794,Toys,Building Blocks,1,62.89,East,62.89,2025-02,Tuesday,False
2025-02-03,CUST0028,Beauty,Face Serum,1,55.16,South,55.16,2025-02,Monday,False
2025-06-17,CUST0190,Apparel,Winter Jacket,3,42.14,West,126.42,2025-06,Tuesday,False
2025-05-11,CUST0281,Electronics,Bluetooth Speaker,3,165.43,North,496.29,2025-05,Sunday,True
2025-11-12,CUST0578,Toys,Building Blocks,2,8.77,West,17.54,2025-11,Wednesday,False
2025-09-07,CUST0647,Home & Kitchen,Blender,2,77.3,West,154.6,2025-09,Sunday,True
2025-05-26,CUST0127,Home & Kitchen,LED Lamp,2,29.22,East,58.44,2025-05,Monday,False
2025-09-02,CUST0785,Toys,Plush Toy,4,49.34,West,197.36,2025-09,Tuesday,False
2025-08-16,CUST0006,Home & Kitchen,Blender,5,11.04,West,55.199999999999996,2025-08,Saturday,True
2025-09-28,CUST0791,Toys,RC Car,1,70.16,Unknown,70.16,2025-09,Sunday,True
2025-04-03,CUST0438,Apparel,Cotton T-Shirt,1,111.33,West,111.33,2025-04,Thursday,False
2025-02-24,CUST0191,Electronics,Smartwatch,1,193.37,East,193.37,2025-02,Monday,False
2025-04-01,CUST0640,Sports,Resistance Bands,2,125.58,West,251.16,2025-04,Tuesday,False
2025-03-08,CUST0417,Electronics,Smartwatch,4,146.37,South,585.48,2025-03,Saturday,True
2025-08-16,CUST0002,Apparel,Denim Jeans,4,61.26,East,245.04,2025-08,Saturday,True
2025-08-29,CUST0333,Sports,Water Bottle,3,19.96,West,59.88,2025-08,Friday,False
2025-01-09,CUST0084,Beauty,Face Serum,2,7.17,North,14.34,2025-01,Thursday,False
2025-10-08,CUST0745,Home & Kitchen,Blender,4,41.14,East,164.56,2025-10,Wednesday,False
2025-04-18,CUST0231,Home & Kitchen,LED Lamp,4,36.0,South,144.0,2025-04,Friday,False
2025-10-17,CUST0322,Home & Kitchen,Blender,4,57.22,South,228.88,2025-10,Friday,False
2025-04-20,CUST0003,Home & Kitchen,Non-Stick Pan,4,69.86,West,279.44,2025-04,Sunday,True
2025-09-25,CUST0642,Toys,Plush Toy,5,71.24,North,356.2,2025-09,Thursday,False
2025-10-22,CUST0292,Beauty,Hair Dryer,5,59.42,East,297.1,2025-10,Wednesday,False
2025-03-02,CUST0635,Beauty,Face Serum,3,20.08,East,60.239999999999995,2025-03,Sunday,True
2025-12-15,CUST0792,Toys,RC Car,1,64.99,North,64.99,2025-12,Monday,False
2025-09-02,CUST0783,Electronics,Bluetooth Speaker,5,114.42,East,572.1,2025-09,Tuesday,False
2025-11-23,CUST0200,Apparel,Denim Jeans,1,61.51,West,61.51,2025-11,Sunday,True
2025-01-18,CUST0387,Electronics,Laptop Stand,1,237.98,West,237.98,2025-01,Saturday,True
2025-10-24,CUST0180,Sports,Dumbbell Set,3,138.11,East,414.33000000000004,2025-10,Friday,False
2025-05-08,CUST0358,Sports,Yoga Mat,5,93.75,East,468.75,2025-05,Thursday,False
2025-09-20,CUST0049,Beauty,Hair Dryer,4,14.01,South,56.04,2025-09,Saturday,True
2025-06-05,CUST0493,Sports,Water Bottle,2,124.83,East,249.66,2025-06,Thursday,False
2025-01-31,CUST0477,Sports,Dumbbell Set,1,113.91,East,113.91,2025-01,Friday,False
2025-12-30,CUST0482,Apparel,Winter Jacket,3,81.15,West,243.45000000000002,2025-12,Tuesday,False
2025-12-28,CUST0288,Sports,Yoga Mat,2,99.31,East,198.62,2025-12,Sunday,True
2025-05-29,CUST0272,Beauty,Face Serum,1,38.87,West,38.87,2025-05,Thursday,False
2025-12-08,CUST0761,Electronics,Wireless Earbuds,5,235.36,East,1176.8000000000002,2025-12,Monday,False
2025-07-29,CUST0137,Apparel,Winter Jacket,2,118.88,East,237.76,2025-07,Tuesday,False
2025-02-24,CUST0623,Apparel,Cotton T-Shirt,4,25.3,East,101.2,2025-02,Monday,False
2025-12-04,CUST0366,Home & Kitchen,LED Lamp,4,86.48,South,345.92,2025-12,Thursday,False
2025-04-20,CUST0417,Home & Kitchen,Blender,5,63.29,South,316.45,2025-04,Sunday,True
2025-11-30,CUST0723,Apparel,Cotton T-Shirt,5,22.58,West,112.89999999999999,2025-11,Sunday,True
2025-08-03,CUST0608,Sports,Dumbbell Set,4,24.21,South,96.84,2025-08,Sunday,True
2025-07-25,CUST0482,Toys,Building Blocks,3,74.77,North,224.31,2025-07,Friday,False
2025-08-23,CUST0066,Electronics,Smartwatch,4,70.97,North,283.88,2025-08,Saturday,True
2025-02-10,CUST0571,Apparel,Winter Jacket,3,92.54,East,277.62,2025-02,Monday,False
2025-07-14,CUST0397,Apparel,Winter Jacket,2,116.39,South,232.78,2025-07,Monday,False
2025-10-25,CUST0306,Beauty,Hair Dryer,5,27.88,Unknown,139.4,2025-10,Saturday,True
2025-11-12,CUST0554,Beauty,Face Serum,4,38.6,South,154.4,2025-11,Wednesday,False
2025-04-24,CUST0429,Home & Kitchen,Throw Pillow,1,15.46,North,15.46,2025-04,Thursday,False
2025-10-19,CUST0623,Apparel,Running Shoes,1,74.26,West,74.26,2025-10,Sunday,True
2025-12-27,CUST0130,Beauty,Hair Dryer,1,27.44,East,27.44,2025-12,Saturday,True
2025-12-29,CUST0743,Sports,Yoga Mat,5,13.14,West,65.7,2025-12,Monday,False
2025-11-17,CUST0336,Sports,Resistance Bands,1,101.51,West,101.51,2025-11,Monday,False
2025-03-27,CUST0106,Beauty,Hair Dryer,5,38.03,South,190.15,2025-03,Thursday,False
2025-10-11,CUST0229,Electronics,Laptop Stand,4,180.54,North,722.16,2025-10,Saturday,True
